Year Month,State,Countym,Industry,Suspicious Activity,Count
2017,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,71
2017,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,26
2017,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,[Total],793
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,6
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Identity Theft,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,3
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,2
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Identification Documentation,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,3
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,2
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,3
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,4
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious Intra-Casino Funds Transfers,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,1
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",3
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,4
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,4
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,6
2017,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,[Total],52
2017,Colorado,[Total],Casino/Card Club - State Licensed Casino,[Total],845
2017,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2017,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,[Total],1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Account Takeover,3
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,ACH,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,161
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,"1,110"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Appraisal Fraud,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Bribery or Gratuity,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,10
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Check,189
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Consumer Loan (see instructions),2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,96
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,97
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,195
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Elder Financial Exploitation,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,30
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,70
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Forgeries,8
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Healthcare/Public or Private Health Insurance,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,48
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,9
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,16
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Loan Modification Fraud,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Mail,3
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Mass-Marketing,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,"2,977"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Misappropriation,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Misuse of Position or Self-Dealing,4
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,7
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,"2,096"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),65
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,34
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,200
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Mortgage Fraud,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,361
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Securities/Futures/Options,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,"1,591"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Terrorist,2
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,332
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,802
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,48
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Domestic),14
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Foreign),6
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,78
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,"1,993"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",52
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,258
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,61
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,101
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Intra-Casino Funds Transfers,11
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Receipt of Government Payments/Benefits,1
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,170
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Informal Value Transfer System,6
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,42
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,115
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,200
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),74
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),170
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",733
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,309
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,"2,166"
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,592
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Unauthorized Electronic Intrusion,3
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Wire,18
2017,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,[Total],"17,755"
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,16
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,43
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,14
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,93
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,33
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,9
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,34
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,2
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,32
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,17
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,9
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,3
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,5
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,8
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),3
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",6
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,7
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,30
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,20
2017,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,[Total],392
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Check,2
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,2
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,3
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,24
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Forgeries,1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,4
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,35
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,14
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),2
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,3
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,4
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,17
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,8
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,3
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,2
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,3
2017,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,[Total],142
2017,Nevada,"Lyon County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2017,Nevada,"Lyon County, NV",Casino/Card Club - State Licensed Casino,[Total],1
2017,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,1
2017,Nevada,"Nye County, NV",Casino/Card Club - State Licensed Casino,[Total],1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Account Takeover,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,32
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,72
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Check,3
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,11
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Elder Financial Exploitation,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,13
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Forgeries,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,65
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,32
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,3
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,5
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,45
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,60
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,3
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,24
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Domestic),1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,10
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,3
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),3
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),1
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,24
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,52
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,23
2017,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,[Total],509
2017,Nevada,[Total],Casino/Card Club - State Licensed Casino,[Total],"18,801"
2017,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2017,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,3
2017,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Other Casinos,19
2017,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2017,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,[Total],24
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2017,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,[Total],5
2017,New Mexico,"Lincoln County, NM",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2017,New Mexico,"Lincoln County, NM",Casino/Card Club - State Licensed Casino,[Total],1
2017,New Mexico,[Total],Casino/Card Club - State Licensed Casino,[Total],30
2017,[Total],[Total],Casino/Card Club - State Licensed Casino,[Total],"20,107"
2018,Arizona,"Yuma County, AZ",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2018,Arizona,"Yuma County, AZ",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2018,Arizona,"Yuma County, AZ",Casino/Card Club - State Licensed Casino,[Total],2
2018,Arizona,[Total],Casino/Card Club - State Licensed Casino,[Total],2
2018,California,"Contra Costa County, CA",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2018,California,"Contra Costa County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2018,California,"Contra Costa County, CA",Casino/Card Club - State Licensed Casino,[Total],2
2018,California,"Los Angeles County, CA",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2018,California,"Los Angeles County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2018,California,"Los Angeles County, CA",Casino/Card Club - State Licensed Casino,[Total],2
2018,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2018,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2018,California,"Riverside County, CA",Casino/Card Club - State Licensed Casino,[Total],2
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,7
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,3
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Casinos,5
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Structuring,2
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,32
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,24
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,24
2018,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,[Total],101
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,18
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Check,2
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,5
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,6
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2018,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,[Total],37
2018,California,[Total],Casino/Card Club - State Licensed Casino,[Total],144
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,143
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,125
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,1
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Check,8
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Chip Walking,36
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,3
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,16
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,7
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Forgeries,1
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Identity Theft,6
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,2
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,71
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,3
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,110
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Fraud (Type),10
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Gaming Activites,6
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Identification Documentation,18
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,11
2018,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,3
