Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
2674,2016,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,12,33.729828000000005,-116.00223899999999
2675,2016,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,54,33.729828000000005,-116.00223899999999
2676,2016,California,Riverside County, Tribal Authorized Casino,Bribery or Gratuity,2,33.729828000000005,-116.00223899999999
2677,2016,California,Riverside County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,3,33.729828000000005,-116.00223899999999
2678,2016,California,Riverside County, Tribal Authorized Casino,Check,10,33.729828000000005,-116.00223899999999
2679,2016,California,Riverside County, Tribal Authorized Casino,Counterfeit Instrument,19,33.729828000000005,-116.00223899999999
2680,2016,California,Riverside County, Tribal Authorized Casino,Credit/Debit Card,22,33.729828000000005,-116.00223899999999
2681,2016,California,Riverside County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4,33.729828000000005,-116.00223899999999
2682,2016,California,Riverside County, Tribal Authorized Casino,Elder Financial Exploitation,1,33.729828000000005,-116.00223899999999
2683,2016,California,Riverside County, Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,1,33.729828000000005,-116.00223899999999
2684,2016,California,Riverside County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,9,33.729828000000005,-116.00223899999999
2685,2016,California,Riverside County, Tribal Authorized Casino,Forgeries,10,33.729828000000005,-116.00223899999999
2686,2016,California,Riverside County, Tribal Authorized Casino,Identity Theft,12,33.729828000000005,-116.00223899999999
2687,2016,California,Riverside County, Tribal Authorized Casino,Inquiry about End of Business Day,1,33.729828000000005,-116.00223899999999
2688,2016,California,Riverside County, Tribal Authorized Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",23,33.729828000000005,-116.00223899999999
2689,2016,California,Riverside County, Tribal Authorized Casino,Mail,2,33.729828000000005,-116.00223899999999
2690,2016,California,Riverside County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,185,33.729828000000005,-116.00223899999999
2691,2016,California,Riverside County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,3,33.729828000000005,-116.00223899999999
2692,2016,California,Riverside County, Tribal Authorized Casino,Other Casinos,60,33.729828000000005,-116.00223899999999
2693,2016,California,Riverside County, Tribal Authorized Casino,Other Fraud (Type),8,33.729828000000005,-116.00223899999999
2694,2016,California,Riverside County, Tribal Authorized Casino,Other Identification Documentation,22,33.729828000000005,-116.00223899999999
2695,2016,California,Riverside County, Tribal Authorized Casino,Other Money Laundering,10,33.729828000000005,-116.00223899999999
2696,2016,California,Riverside County, Tribal Authorized Casino,Other Other Suspicious Activities,23,33.729828000000005,-116.00223899999999
2697,2016,California,Riverside County, Tribal Authorized Casino,Other Structuring,11,33.729828000000005,-116.00223899999999
2698,2016,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Documentation,73,33.729828000000005,-116.00223899999999
2699,2016,California,Riverside County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,82,33.729828000000005,-116.00223899999999
2700,2016,California,Riverside County, Tribal Authorized Casino,Single Individual with Multiple Identities,10,33.729828000000005,-116.00223899999999
2701,2016,California,Riverside County, Tribal Authorized Casino,Suspicion Concerning the Physical Condition of Funds,1,33.729828000000005,-116.00223899999999
2702,2016,California,Riverside County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,18,33.729828000000005,-116.00223899999999
2703,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Exchange of Currencies,4,33.729828000000005,-116.00223899999999
2704,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,5,33.729828000000005,-116.00223899999999
2705,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Intra-Casino Funds Transfers,3,33.729828000000005,-116.00223899999999
2706,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Counter Checks or Markers,43,33.729828000000005,-116.00223899999999
2707,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,1,33.729828000000005,-116.00223899999999
2708,2016,California,Riverside County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,1,33.729828000000005,-116.00223899999999
2709,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,5,33.729828000000005,-116.00223899999999
2710,2016,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1,33.729828000000005,-116.00223899999999
2711,2016,California,Riverside County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),1,33.729828000000005,-116.00223899999999
2712,2016,California,Riverside County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",7,33.729828000000005,-116.00223899999999
2713,2016,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,6,33.729828000000005,-116.00223899999999
2714,2016,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,31,33.729828000000005,-116.00223899999999
2715,2016,California,Riverside County, Tribal Authorized Casino,Two or More Individuals Working Together,39,33.729828000000005,-116.00223899999999
2716,2017,California,Riverside County, Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2,33.729828000000005,-116.00223899999999
2717,2017,California,Riverside County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,2,33.729828000000005,-116.00223899999999
2718,2017,California,Riverside County, Card Club,Other Other Suspicious Activities,1,33.729828000000005,-116.00223899999999
2719,2017,California,Riverside County, Card Club,Other Structuring,2,33.729828000000005,-116.00223899999999
2720,2017,California,Riverside County, Tribal Authorized Casino,ACH,1,33.729828000000005,-116.00223899999999
2721,2017,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,10,33.729828000000005,-116.00223899999999
2722,2017,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,46,33.729828000000005,-116.00223899999999
2723,2017,California,Riverside County, Tribal Authorized Casino,Bribery or Gratuity,1,33.729828000000005,-116.00223899999999
2724,2017,California,Riverside County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,1,33.729828000000005,-116.00223899999999
2725,2017,California,Riverside County, Tribal Authorized Casino,Check,12,33.729828000000005,-116.00223899999999
2726,2017,California,Riverside County, Tribal Authorized Casino,Counterfeit Instrument,17,33.729828000000005,-116.00223899999999
2727,2017,California,Riverside County, Tribal Authorized Casino,Credit/Debit Card,7,33.729828000000005,-116.00223899999999
2728,2017,California,Riverside County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,6,33.729828000000005,-116.00223899999999
2729,2017,California,Riverside County, Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,1,33.729828000000005,-116.00223899999999
2730,2017,California,Riverside County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,11,33.729828000000005,-116.00223899999999
2731,2017,California,Riverside County, Tribal Authorized Casino,Forgeries,3,33.729828000000005,-116.00223899999999
2732,2017,California,Riverside County, Tribal Authorized Casino,Identity Theft,11,33.729828000000005,-116.00223899999999
2733,2017,California,Riverside County, Tribal Authorized Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",3,33.729828000000005,-116.00223899999999
2734,2017,California,Riverside County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,427,33.729828000000005,-116.00223899999999
2735,2017,California,Riverside County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,3,33.729828000000005,-116.00223899999999
2736,2017,California,Riverside County, Tribal Authorized Casino,Other Casinos,118,33.729828000000005,-116.00223899999999
2737,2017,California,Riverside County, Tribal Authorized Casino,Other Fraud (Type),2,33.729828000000005,-116.00223899999999
2738,2017,California,Riverside County, Tribal Authorized Casino,Other Identification Documentation,24,33.729828000000005,-116.00223899999999
2739,2017,California,Riverside County, Tribal Authorized Casino,Other Money Laundering,7,33.729828000000005,-116.00223899999999
2740,2017,California,Riverside County, Tribal Authorized Casino,Other Other Suspicious Activities,5,33.729828000000005,-116.00223899999999
2741,2017,California,Riverside County, Tribal Authorized Casino,Other Structuring,16,33.729828000000005,-116.00223899999999
2742,2017,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Documentation,62,33.729828000000005,-116.00223899999999
2743,2017,California,Riverside County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,80,33.729828000000005,-116.00223899999999
2744,2017,California,Riverside County, Tribal Authorized Casino,Single Individual with Multiple Identities,9,33.729828000000005,-116.00223899999999
2745,2017,California,Riverside County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,21,33.729828000000005,-116.00223899999999
2746,2017,California,Riverside County, Tribal Authorized Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",1,33.729828000000005,-116.00223899999999
2747,2017,California,Riverside County, Tribal Authorized Casino,Suspicious EFT/Wire Transfers,2,33.729828000000005,-116.00223899999999
2748,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Exchange of Currencies,3,33.729828000000005,-116.00223899999999
2749,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,6,33.729828000000005,-116.00223899999999
2750,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Intra-Casino Funds Transfers,2,33.729828000000005,-116.00223899999999
2751,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Counter Checks or Markers,24,33.729828000000005,-116.00223899999999
2752,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,3,33.729828000000005,-116.00223899999999
2753,2017,California,Riverside County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,1,33.729828000000005,-116.00223899999999
2754,2017,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1,33.729828000000005,-116.00223899999999
2755,2017,California,Riverside County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),1,33.729828000000005,-116.00223899999999
2756,2017,California,Riverside County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2,33.729828000000005,-116.00223899999999
2757,2017,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,6,33.729828000000005,-116.00223899999999
2758,2017,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,19,33.729828000000005,-116.00223899999999
2759,2017,California,Riverside County, Tribal Authorized Casino,Two or More Individuals Working Together,18,33.729828000000005,-116.00223899999999
2760,2018,California,Riverside County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,33.729828000000005,-116.00223899999999
2761,2018,California,Riverside County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,4,33.729828000000005,-116.00223899999999
2762,2018,California,Riverside County, Card Club,Chip Walking,1,33.729828000000005,-116.00223899999999
2763,2018,California,Riverside County, Card Club,Credit/Debit Card,1,33.729828000000005,-116.00223899999999
2764,2018,California,Riverside County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,1,33.729828000000005,-116.00223899999999
2765,2018,California,Riverside County, Card Club,Other Fraud (Type),1,33.729828000000005,-116.00223899999999
2766,2018,California,Riverside County, Card Club,Other Structuring,1,33.729828000000005,-116.00223899999999
2767,2018,California,Riverside County, Card Club,Refused or Avoided Request for Documentation,1,33.729828000000005,-116.00223899999999
2768,2018,California,Riverside County, Card Club,Single Individual with Multiple Identities,1,33.729828000000005,-116.00223899999999
2769,2018,California,Riverside County, Card Club,Suspicious Exchange of Currencies,1,33.729828000000005,-116.00223899999999
2770,2018,California,Riverside County, Card Club,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,33.729828000000005,-116.00223899999999
2771,2018,California,Riverside County, Card Club,Transaction(s) Below BSA Recordkeeping Threshold,1,33.729828000000005,-116.00223899999999
2772,2018,California,Riverside County, Card Club,Transaction(s) Below CTR Threshold,1,33.729828000000005,-116.00223899999999
2773,2018,California,Riverside County, Card Club,Two or More Individuals Working Together,1,33.729828000000005,-116.00223899999999
2774,2018,California,Riverside County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,33.729828000000005,-116.00223899999999
2775,2018,California,Riverside County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,33.729828000000005,-116.00223899999999
2776,2018,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,11,33.729828000000005,-116.00223899999999
2777,2018,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,31,33.729828000000005,-116.00223899999999
2778,2018,California,Riverside County, Tribal Authorized Casino,Bribery or Gratuity,1,33.729828000000005,-116.00223899999999
2779,2018,California,Riverside County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,3,33.729828000000005,-116.00223899999999
2780,2018,California,Riverside County, Tribal Authorized Casino,Check,42,33.729828000000005,-116.00223899999999
2781,2018,California,Riverside County, Tribal Authorized Casino,Counterfeit Instrument,43,33.729828000000005,-116.00223899999999
2782,2018,California,Riverside County, Tribal Authorized Casino,Credit/Debit Card,5,33.729828000000005,-116.00223899999999
2783,2018,California,Riverside County, Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,25,33.729828000000005,-116.00223899999999
2784,2018,California,Riverside County, Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,4,33.729828000000005,-116.00223899999999
2785,2018,California,Riverside County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,4,33.729828000000005,-116.00223899999999
2786,2018,California,Riverside County, Tribal Authorized Casino,Forgeries,2,33.729828000000005,-116.00223899999999
2787,2018,California,Riverside County, Tribal Authorized Casino,Identity Theft,4,33.729828000000005,-116.00223899999999
2788,2018,California,Riverside County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,154,33.729828000000005,-116.00223899999999
2789,2018,California,Riverside County, Tribal Authorized Casino,Misuse of Position or Self-Dealing,1,33.729828000000005,-116.00223899999999
2790,2018,California,Riverside County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,1,33.729828000000005,-116.00223899999999
2791,2018,California,Riverside County, Tribal Authorized Casino,Other Casinos,53,33.729828000000005,-116.00223899999999
2792,2018,California,Riverside County, Tribal Authorized Casino,Other Fraud (Type),9,33.729828000000005,-116.00223899999999
2793,2018,California,Riverside County, Tribal Authorized Casino,Other Gaming Activites,16,33.729828000000005,-116.00223899999999
2794,2018,California,Riverside County, Tribal Authorized Casino,Other Identification Documentation,23,33.729828000000005,-116.00223899999999
2795,2018,California,Riverside County, Tribal Authorized Casino,Other Money Laundering,2,33.729828000000005,-116.00223899999999
2796,2018,California,Riverside County, Tribal Authorized Casino,Other Other Suspicious Activities,1,33.729828000000005,-116.00223899999999
2797,2018,California,Riverside County, Tribal Authorized Casino,Other Structuring,17,33.729828000000005,-116.00223899999999
2798,2018,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Documentation,66,33.729828000000005,-116.00223899999999
2799,2018,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Identification,7,33.729828000000005,-116.00223899999999
2800,2018,California,Riverside County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,99,33.729828000000005,-116.00223899999999
2801,2018,California,Riverside County, Tribal Authorized Casino,Single Individual with Multiple Identities,2,33.729828000000005,-116.00223899999999
2802,2018,California,Riverside County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,25,33.729828000000005,-116.00223899999999
2803,2018,California,Riverside County, Tribal Authorized Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",7,33.729828000000005,-116.00223899999999
2804,2018,California,Riverside County, Tribal Authorized Casino,Suspicious Exchange of Currencies,10,33.729828000000005,-116.00223899999999
2805,2018,California,Riverside County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2,33.729828000000005,-116.00223899999999
2806,2018,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Counter Checks or Markers,15,33.729828000000005,-116.00223899999999
2807,2018,California,Riverside County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,3,33.729828000000005,-116.00223899999999
2808,2018,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,6,33.729828000000005,-116.00223899999999
2809,2018,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2,33.729828000000005,-116.00223899999999
2810,2018,California,Riverside County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),3,33.729828000000005,-116.00223899999999
2811,2018,California,Riverside County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",7,33.729828000000005,-116.00223899999999
2812,2018,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,10,33.729828000000005,-116.00223899999999
2813,2018,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,14,33.729828000000005,-116.00223899999999
2814,2018,California,Riverside County, Tribal Authorized Casino,Two or More Individuals Working Together,70,33.729828000000005,-116.00223899999999
2815,2018,California,Riverside County, Tribal Authorized Casino,Wire,2,33.729828000000005,-116.00223899999999
2816,2019,California,Riverside County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2,33.729828000000005,-116.00223899999999
2817,2019,California,Riverside County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,4,33.729828000000005,-116.00223899999999
2818,2019,California,Riverside County, Card Club,Chip Walking,1,33.729828000000005,-116.00223899999999
2819,2019,California,Riverside County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,1,33.729828000000005,-116.00223899999999
2820,2019,California,Riverside County, Card Club,Other Gaming Activites,1,33.729828000000005,-116.00223899999999
2821,2019,California,Riverside County, Card Club,Other Identification Documentation,1,33.729828000000005,-116.00223899999999
2822,2019,California,Riverside County, Card Club,Provided Questionable or False Identification,1,33.729828000000005,-116.00223899999999
2823,2019,California,Riverside County, Card Club,Refused or Avoided Request for Documentation,1,33.729828000000005,-116.00223899999999
2824,2019,California,Riverside County, Card Club,Single Individual with Multiple Identities,1,33.729828000000005,-116.00223899999999
2825,2019,California,Riverside County, Card Club,Two or More Individuals Working Together,1,33.729828000000005,-116.00223899999999
2826,2019,California,Riverside County, Tribal Authorized Casino,ACH,1,33.729828000000005,-116.00223899999999
2827,2019,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,15,33.729828000000005,-116.00223899999999
2828,2019,California,Riverside County, Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,40,33.729828000000005,-116.00223899999999
2829,2019,California,Riverside County, Tribal Authorized Casino,Changes Spelling or Arrangement of Name,2,33.729828000000005,-116.00223899999999
2830,2019,California,Riverside County, Tribal Authorized Casino,Check,34,33.729828000000005,-116.00223899999999
2831,2019,California,Riverside County, Tribal Authorized Casino,Chip Walking,21,33.729828000000005,-116.00223899999999
2832,2019,California,Riverside County, Tribal Authorized Casino,Counterfeit Instrument,21,33.729828000000005,-116.00223899999999
2833,2019,California,Riverside County, Tribal Authorized Casino,Credit/Debit Card,9,33.729828000000005,-116.00223899999999
2834,2019,California,Riverside County, Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,2,33.729828000000005,-116.00223899999999
2835,2019,California,Riverside County, Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,5,33.729828000000005,-116.00223899999999
2836,2019,California,Riverside County, Tribal Authorized Casino,Forgeries,1,33.729828000000005,-116.00223899999999
2837,2019,California,Riverside County, Tribal Authorized Casino,Identity Theft,5,33.729828000000005,-116.00223899999999
2838,2019,California,Riverside County, Tribal Authorized Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",7,33.729828000000005,-116.00223899999999
2839,2019,California,Riverside County, Tribal Authorized Casino,Minimal Gaming with Large Transactions,192,33.729828000000005,-116.00223899999999
2840,2019,California,Riverside County, Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,2,33.729828000000005,-116.00223899999999
2841,2019,California,Riverside County, Tribal Authorized Casino,Other Fraud (Type),9,33.729828000000005,-116.00223899999999
2842,2019,California,Riverside County, Tribal Authorized Casino,Other Gaming Activites,163,33.729828000000005,-116.00223899999999
2843,2019,California,Riverside County, Tribal Authorized Casino,Other Identification Documentation,15,33.729828000000005,-116.00223899999999
2844,2019,California,Riverside County, Tribal Authorized Casino,Other Money Laundering,3,33.729828000000005,-116.00223899999999
2845,2019,California,Riverside County, Tribal Authorized Casino,Other Other Suspicious Activities,10,33.729828000000005,-116.00223899999999
2846,2019,California,Riverside County, Tribal Authorized Casino,Other Structuring,19,33.729828000000005,-116.00223899999999
2847,2019,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Documentation,34,33.729828000000005,-116.00223899999999
2848,2019,California,Riverside County, Tribal Authorized Casino,Provided Questionable or False Identification,27,33.729828000000005,-116.00223899999999
2849,2019,California,Riverside County, Tribal Authorized Casino,Refused or Avoided Request for Documentation,77,33.729828000000005,-116.00223899999999
2850,2019,California,Riverside County, Tribal Authorized Casino,Single Individual with Multiple Identities,5,33.729828000000005,-116.00223899999999
2851,2019,California,Riverside County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,48,33.729828000000005,-116.00223899999999
2852,2019,California,Riverside County, Tribal Authorized Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",6,33.729828000000005,-116.00223899999999
2853,2019,California,Riverside County, Tribal Authorized Casino,Suspicious EFT/Wire Transfers,1,33.729828000000005,-116.00223899999999
2854,2019,California,Riverside County, Tribal Authorized Casino,Suspicious Exchange of Currencies,2,33.729828000000005,-116.00223899999999
2855,2019,California,Riverside County, Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,8,33.729828000000005,-116.00223899999999
2856,2019,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Counter Checks or Markers,7,33.729828000000005,-116.00223899999999
2857,2019,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Multiple Accounts,1,33.729828000000005,-116.00223899999999
2858,2019,California,Riverside County, Tribal Authorized Casino,Suspicious use of multiple transaction locations,11,33.729828000000005,-116.00223899999999
2859,2019,California,Riverside County, Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,3,33.729828000000005,-116.00223899999999
2860,2019,California,Riverside County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),2,33.729828000000005,-116.00223899999999
2861,2019,California,Riverside County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",6,33.729828000000005,-116.00223899999999
2862,2019,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,15,33.729828000000005,-116.00223899999999
2863,2019,California,Riverside County, Tribal Authorized Casino,Transaction(s) Below CTR Threshold,25,33.729828000000005,-116.00223899999999
2864,2019,California,Riverside County, Tribal Authorized Casino,Two or More Individuals Working Together,46,33.729828000000005,-116.00223899999999
2865,2019,California,Riverside County, Tribal Authorized Casino,Unknown Source of Chips,2,33.729828000000005,-116.00223899999999
2866,2019,California,Riverside County, Tribal Authorized Casino,Wire,4,33.729828000000005,-116.00223899999999
2867,2014,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,38.450016,-121.340441
2868,2014,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,1,38.450016,-121.340441
2869,2014,California,Sacramento County, Card Club,Minimal Gaming with Large Transactions,1,38.450016,-121.340441
2870,2014,California,Sacramento County, Card Club,Other Casinos,3,38.450016,-121.340441
2871,2014,California,Sacramento County, Card Club,Other Money Laundering,2,38.450016,-121.340441
2872,2014,California,Sacramento County, Card Club,Other Structuring,3,38.450016,-121.340441
2873,2014,California,Sacramento County, Card Club,Suspicion Concerning the Source of Funds,1,38.450016,-121.340441
2874,2014,California,Sacramento County, Card Club,Suspicious Exchange of Currencies,1,38.450016,-121.340441
2875,2014,California,Sacramento County, Card Club,Two or More Individuals Working Together,2,38.450016,-121.340441
2876,2015,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,38.450016,-121.340441
2877,2015,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,6,38.450016,-121.340441
2878,2015,California,Sacramento County, Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,38.450016,-121.340441
2879,2015,California,Sacramento County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,1,38.450016,-121.340441
2880,2015,California,Sacramento County, Card Club,Minimal Gaming with Large Transactions,1,38.450016,-121.340441
2881,2015,California,Sacramento County, Card Club,Other Casinos,4,38.450016,-121.340441
2882,2015,California,Sacramento County, Card Club,Other Money Laundering,4,38.450016,-121.340441
2883,2015,California,Sacramento County, Card Club,Provided Questionable or False Documentation,1,38.450016,-121.340441
2884,2015,California,Sacramento County, Card Club,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,38.450016,-121.340441
2885,2015,California,Sacramento County, Card Club,Two or More Individuals Working Together,4,38.450016,-121.340441
2886,2015,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,38.450016,-121.340441
2887,2015,California,Sacramento County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1,38.450016,-121.340441
2888,2015,California,Sacramento County, State Licensed Casino,Credit/Debit Card,1,38.450016,-121.340441
2889,2015,California,Sacramento County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,9,38.450016,-121.340441
2890,2015,California,Sacramento County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.450016,-121.340441
2891,2015,California,Sacramento County, State Licensed Casino,Minimal Gaming with Large Transactions,1,38.450016,-121.340441
2892,2015,California,Sacramento County, State Licensed Casino,Other Casinos,1,38.450016,-121.340441
2893,2015,California,Sacramento County, State Licensed Casino,Other Structuring,6,38.450016,-121.340441
2894,2015,California,Sacramento County, State Licensed Casino,Provided Questionable or False Documentation,1,38.450016,-121.340441
2895,2015,California,Sacramento County, State Licensed Casino,Refused or Avoided Request for Documentation,10,38.450016,-121.340441
2896,2015,California,Sacramento County, State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",1,38.450016,-121.340441
2897,2015,California,Sacramento County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,38.450016,-121.340441
2898,2015,California,Sacramento County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2,38.450016,-121.340441
2899,2015,California,Sacramento County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,6,38.450016,-121.340441
2900,2015,California,Sacramento County, State Licensed Casino,Transaction(s) Below CTR Threshold,15,38.450016,-121.340441
2901,2016,California,Sacramento County, Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,4,38.450016,-121.340441
2902,2016,California,Sacramento County, Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,3,38.450016,-121.340441
2903,2016,California,Sacramento County, Card Club,Exchanges Small Bills for Large Bills or Vice Versa,1,38.450016,-121.340441
2904,2016,California,Sacramento County, Card Club,Minimal Gaming with Large Transactions,2,38.450016,-121.340441
2905,2016,California,Sacramento County, Card Club,Other Casinos,2,38.450016,-121.340441
2906,2016,California,Sacramento County, Card Club,Other Money Laundering,2,38.450016,-121.340441
